side,N,prec,iters,event,per_transform
yafft_v2,2048,f64,146484,fp_arith_inst_retired.512b_packed_single,0.0
yafft_v2,2048,f64,146484,fp_arith_inst_retired.scalar_double,1.0002048005242894
yafft_v2,2048,f64,146484,fp_arith_inst_retired.scalar_single,0.0
yafft_v2,2048,f64,146484,instructions,121145.41081619836
yafft_v3,2048,f64,146484,cycles,22501.47106168592
yafft_v3,2048,f64,146484,fp_arith_inst_retired.128b_packed_double,-0.00023893394500423254
yafft_v3,2048,f64,146484,fp_arith_inst_retired.128b_packed_single,0.0
yafft_v3,2048,f64,146484,fp_arith_inst_retired.256b_packed_double,21008.900453291826
yafft_v3,2048,f64,146484,fp_arith_inst_retired.256b_packed_single,0.0
yafft_v3,2048,f64,146484,fp_arith_inst_retired.512b_packed_double,0.0
yafft_v3,2048,f64,146484,fp_arith_inst_retired.512b_packed_single,0.0
yafft_v3,2048,f64,146484,fp_arith_inst_retired.scalar_double,0.9972966330793807
yafft_v3,2048,f64,146484,fp_arith_inst_retired.scalar_single,0.0
yafft_v3,2048,f64,146484,instructions,57690.076172141664
yafft_v4,2048,f64,146484,cycles,15864.332944212338
yafft_v4,2048,f64,146484,fp_arith_inst_retired.128b_packed_double,-0.20209033068457988
yafft_v4,2048,f64,146484,fp_arith_inst_retired.128b_packed_single,0.0
yafft_v4,2048,f64,146484,fp_arith_inst_retired.256b_packed_double,0.0
yafft_v4,2048,f64,146484,fp_arith_inst_retired.256b_packed_single,0.0
yafft_v4,2048,f64,146484,fp_arith_inst_retired.512b_packed_double,10303.329708364054
yafft_v4,2048,f64,146484,fp_arith_inst_retired.512b_packed_single,0.0
yafft_v4,2048,f64,146484,fp_arith_inst_retired.scalar_double,1.0000546134731438
yafft_v4,2048,f64,146484,fp_arith_inst_retired.scalar_single,0.0
yafft_v4,2048,f64,146484,instructions,27048.575626006936
fftw,4096,f64,100000,cycles,28376.3917
fftw,4096,f64,100000,fp_arith_inst_retired.128b_packed_double,0.0
fftw,4096,f64,100000,fp_arith_inst_retired.128b_packed_single,0.0
fftw,4096,f64,100000,fp_arith_inst_retired.256b_packed_double,46974.6112
fftw,4096,f64,100000,fp_arith_inst_retired.256b_packed_single,0.0
fftw,4096,f64,100000,fp_arith_inst_retired.512b_packed_double,0.0
fftw,4096,f64,100000,fp_arith_inst_retired.512b_packed_single,0.0
fftw,4096,f64,100000,fp_arith_inst_retired.scalar_double,-0.20653
fftw,4096,f64,100000,fp_arith_inst_retired.scalar_single,0.0
fftw,4096,f64,100000,instructions,90718.64386
yafft_v2,4096,f64,100000,cycles,66506.1115
yafft_v2,4096,f64,100000,fp_arith_inst_retired.128b_packed_double,95165.60127
yafft_v2,4096,f64,100000,fp_arith_inst_retired.128b_packed_single,0.0
yafft_v2,4096,f64,100000,fp_arith_inst_retired.256b_packed_double,0.0
yafft_v2,4096,f64,100000,fp_arith_inst_retired.256b_packed_single,0.0
yafft_v2,4096,f64,100000,fp_arith_inst_retired.512b_packed_double,0.0
yafft_v2,4096,f64,100000,fp_arith_inst_retired.512b_packed_single,0.0
