side,N,prec,iters,event,per_transform
yafft_v4,60,f32,5000000,fp_arith_inst_retired.512b_packed_single,98.1012606
yafft_v4,60,f32,5000000,fp_arith_inst_retired.scalar_double,-8e-07
yafft_v4,60,f32,5000000,fp_arith_inst_retired.scalar_single,0.9996448
yafft_v4,60,f32,5000000,instructions,510.860443
fftw,120,f32,2500000,cycles,256.3706232
fftw,120,f32,2500000,fp_arith_inst_retired.128b_packed_double,1.2e-06
fftw,120,f32,2500000,fp_arith_inst_retired.128b_packed_single,290.404688
fftw,120,f32,2500000,fp_arith_inst_retired.256b_packed_double,0.0
fftw,120,f32,2500000,fp_arith_inst_retired.256b_packed_single,246.493352
fftw,120,f32,2500000,fp_arith_inst_retired.512b_packed_double,0.0
fftw,120,f32,2500000,fp_arith_inst_retired.512b_packed_single,0.0
fftw,120,f32,2500000,fp_arith_inst_retired.scalar_double,-0.0016128
fftw,120,f32,2500000,fp_arith_inst_retired.scalar_single,1.0001272
fftw,120,f32,2500000,instructions,1204.2566084
yafft_v2,120,f32,2500000,cycles,698.8276896
yafft_v2,120,f32,2500000,fp_arith_inst_retired.128b_packed_double,-4e-07
yafft_v2,120,f32,2500000,fp_arith_inst_retired.128b_packed_single,879.8508516
yafft_v2,120,f32,2500000,fp_arith_inst_retired.256b_packed_double,0.0
yafft_v2,120,f32,2500000,fp_arith_inst_retired.256b_packed_single,0.0
yafft_v2,120,f32,2500000,fp_arith_inst_retired.512b_packed_double,0.0
yafft_v2,120,f32,2500000,fp_arith_inst_retired.512b_packed_single,0.0
yafft_v2,120,f32,2500000,fp_arith_inst_retired.scalar_double,-0.0052312
yafft_v2,120,f32,2500000,fp_arith_inst_retired.scalar_single,169.4167316
yafft_v2,120,f32,2500000,instructions,3952.089862
yafft_v3,120,f32,2500000,cycles,591.2409832
yafft_v3,120,f32,2500000,fp_arith_inst_retired.128b_packed_double,0.0013768
yafft_v3,120,f32,2500000,fp_arith_inst_retired.128b_packed_single,0.0
yafft_v3,120,f32,2500000,fp_arith_inst_retired.256b_packed_double,0.0
yafft_v3,120,f32,2500000,fp_arith_inst_retired.256b_packed_single,412.6869912
yafft_v3,120,f32,2500000,fp_arith_inst_retired.512b_packed_double,0.0
yafft_v3,120,f32,2500000,fp_arith_inst_retired.512b_packed_single,0.0
yafft_v3,120,f32,2500000,fp_arith_inst_retired.scalar_double,-1.72e-05
yafft_v3,120,f32,2500000,fp_arith_inst_retired.scalar_single,393.6358124
yafft_v3,120,f32,2500000,instructions,2876.8893232
yafft_v4,120,f32,2500000,cycles,1176.9764548
yafft_v4,120,f32,2500000,fp_arith_inst_retired.128b_packed_double,0.0012696
yafft_v4,120,f32,2500000,fp_arith_inst_retired.128b_packed_single,143.8668736
yafft_v4,120,f32,2500000,fp_arith_inst_retired.256b_packed_double,0.0
yafft_v4,120,f32,2500000,fp_arith_inst_retired.256b_packed_single,97.991672
yafft_v4,120,f32,2500000,fp_arith_inst_retired.512b_packed_double,0.0
yafft_v4,120,f32,2500000,fp_arith_inst_retired.512b_packed_single,0.0
yafft_v4,120,f32,2500000,fp_arith_inst_retired.scalar_double,-0.004814
yafft_v4,120,f32,2500000,fp_arith_inst_retired.scalar_single,2988.2636004
yafft_v4,120,f32,2500000,instructions,6514.8727104
fftw,256,f32,1171875,cycles,419.0192366933333
fftw,256,f32,1171875,fp_arith_inst_retired.128b_packed_double,0.0
fftw,256,f32,1171875,fp_arith_inst_retired.128b_packed_single,0.0
fftw,256,f32,1171875,fp_arith_inst_retired.256b_packed_double,0.0
fftw,256,f32,1171875,fp_arith_inst_retired.256b_packed_single,933.5033284266667
fftw,256,f32,1171875,fp_arith_inst_retired.512b_packed_double,0.0
fftw,256,f32,1171875,fp_arith_inst_retired.512b_packed_single,0.0
fftw,256,f32,1171875,fp_arith_inst_retired.scalar_double,2.048e-05
fftw,256,f32,1171875,fp_arith_inst_retired.scalar_single,0.9929088
fftw,256,f32,1171875,instructions,1903.9828155733333
yafft_v2,256,f32,1171875,cycles,1318.0532650666667
yafft_v2,256,f32,1171875,fp_arith_inst_retired.128b_packed_double,-0.006779733333333334
yafft_v2,256,f32,1171875,fp_arith_inst_retired.128b_packed_single,1779.3461930666667
yafft_v2,256,f32,1171875,fp_arith_inst_retired.256b_packed_double,0.0
yafft_v2,256,f32,1171875,fp_arith_inst_retired.256b_packed_single,0.0
